#taxpath	11HMC.bins	12HMC.bins	13HMC.bins	BON01.bins	BON02.bins	BON03.bins	HotLakConsUCCSLE.bins	Mar14236cm.bins	Mar14336cm.bins	Mar14436cm.bins	OV2TP1.bins	OV2TP2.bins	OV2TP3.bins	SSSS.bins	VSG.bins	frozenSSSS.bins	grotaG.bins
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__unknown;family__unknown;genus__Bolidomonas;otu__silva_138_complink_cons_otu_133410	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__unknown;family__Glaucophyta;genus__Glaucocystis;otu__silva_138_complink_cons_otu_184126	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Jakobida;family__unknown;genus__Andalucia;otu__silva_138_complink_cons_otu_198592	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_94398	0	0	0	4	6	6	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_55220	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_53750	0	0	0	3791	3782	4222	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_30357	0	0	0	5	9	13	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232936	0	0	0	11	5	15	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232451	0	0	0	816	737	909	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232450	0	0	0	4	3	4	0	0	0	0	87	9	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_219117	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_207568	0	0	0	6	5	10	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_154698	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_100725	0	0	0	12	13	10	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__uncultured;otu__silva_138_complink_cons_otu_90657	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__uncultured;otu__silva_138_complink_cons_otu_192726	0	0	0	3	6	6	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_95650	0	0	0	2	1	7	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_55200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_207562	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_192614	0	0	0	12	17	21	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_192279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_170789	0	0	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_112646	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Teleaulax;otu__silva_138_complink_cons_otu_110556	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Rhodomonas;otu__silva_138_complink_cons_otu_52907	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Rhodomonas;otu__silva_138_complink_cons_otu_232732	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Rhodomonas;otu__silva_138_complink_cons_otu_232456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Plagioselmis;otu__silva_138_complink_cons_otu_28505	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Plagioselmis;otu__silva_138_complink_cons_otu_11877	0	0	0	7	3	7	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Plagioselmis;otu__silva_138_complink_cons_otu_110535	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Hemiselmis;otu__silva_138_complink_cons_otu_217535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Hemiselmis;otu__silva_138_complink_cons_otu_216862	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Hemiselmis;otu__silva_138_complink_cons_otu_156145	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Hemiselmis;otu__silva_138_complink_cons_otu_138728	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Hemiselmis;otu__silva_138_complink_cons_otu_11876	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Guillardia;otu__silva_138_complink_cons_otu_168488	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Geminigera;otu__silva_138_complink_cons_otu_138666	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Geminigera;otu__silva_138_complink_cons_otu_123708	0	0	0	13	25	13	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Cryptomonas;otu__silva_138_complink_cons_otu_217828	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Cryptomonas;otu__silva_138_complink_cons_otu_187076	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Cryptomonas;otu__silva_138_complink_cons_otu_140852	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Cryptomonas;otu__silva_138_complink_cons_otu_109651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Chroomonas;otu__silva_138_complink_cons_otu_17194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Cryptomonadales;family__unknown;genus__Chroomonas;otu__silva_138_complink_cons_otu_16670	0	0	0	5	7	4	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__unknown;order__Amb-18S-504;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_50150	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_91585	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	8
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_21077	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	56	32
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_20094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__Vaucheriales;family__unknown;genus__Vaucheria;otu__silva_138_complink_cons_otu_232356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__Mischococcales;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_194489	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__Mischococcales;family__unknown;genus__Pleurochloris;otu__silva_138_complink_cons_otu_13581	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__Mischococcales;family__unknown;genus__Chlorellidium;otu__silva_138_complink_cons_otu_81072	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
root__Root;domain__Eukaryota;phylum__unknown;class__Xanthophyceae;order__Mischococcales;family__unknown;genus__Botrydiopsis;otu__silva_138_complink_cons_otu_232357	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1
root__Root;domain__Eukaryota;phylum__unknown;class__Ulvophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_197904	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97603	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_95795	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_50285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_189333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_155245	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__Arcellina;genus__Arcella;otu__silva_138_complink_cons_otu_137819	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__Echinamoebida;family__unknown;genus__Vermamoeba;otu__silva_138_complink_cons_otu_38036	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_93110	0	0	0	18	13	7	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_63665	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_442	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_42351	20	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_25175	0	0	0	0	1	0	0	0	0	0	34	0	3	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_233413	14	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_233363	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_233362	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232839	0	3	9	1	1	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_23250	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_232053	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_225591	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_224905	13	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_218959	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_215555	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_214318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_214317	0	0	0	0	0	0	0	0	0	0	23	6	2	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_214314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_208761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_208329	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_20712	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_207010	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_198275	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_195108	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	4
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_194468	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_184286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_18407	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_181948	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_16714	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164096	13	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_163004	31	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_143300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_138664	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_133631	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_1307	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_1306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_1305	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
