#taxpath	11HMC.bins	12HMC.bins	13HMC.bins	BON01.bins	BON02.bins	BON03.bins	HotLakConsUCCSLE.bins	Mar14236cm.bins	Mar14336cm.bins	Mar14436cm.bins	OV2TP1.bins	OV2TP2.bins	OV2TP3.bins	SSSS.bins	VSG.bins	frozenSSSS.bins	grotaG.bins
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__unknown	1	1	0	689	596	677	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__Codosigidae	0	0	0	659	624	634	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__Codonosigidae	0	0	0	176	205	220	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorophyceae;order__unknown	13	18	14	4524	5219	5187	0	0	0	0	3	6	6	24	0	18	20
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorophyceae;order__Sphaeropleales	0	0	0	4047	3062	2534	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorophyceae;order__IncertaeSedis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorodendrophyceae;order__Chlorodendrales	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__ANT37-16;order__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__uncultured;class__unknown;order__unknown	0	0	1	41	29	40	0	0	0	0	0	0	0	1	0	42	1
root__Root;domain__Eukaryota;phylum__Zoopagomycota;class__Entomophthoromycetes;order__Entomophthorales	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Mammalia;order__unknown	0	0	0	2	4	1	3	0	1	0	0	0	2	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Actinopterygii;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Actinopterygii;order__Amiiformes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Tardigrada;class__Eutardigrada;order__Parachela	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	889	388
root__Root;domain__Eukaryota;phylum__Schizoplasmodiida;class__unknown;order__unknown	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1
root__Root;domain__Eukaryota;phylum__SAR;class__Labyrinthulomycetes;order__unknown	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	6	1
root__Root;domain__Eukaryota;phylum__Rotifera;class__Monogononta;order__Ploimida	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Rotifera;class__Monogononta;order__Flosculariacea	0	0	0	0	0	0	0	0	0	0	44	14	13	0	0	0	0
root__Root;domain__Eukaryota;phylum__Rotifera;class__Bdelloidea;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Rotifera;class__Bdelloidea;order__Philodinida	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
root__Root;domain__Eukaryota;phylum__Rotifera;class__Bdelloidea;order__Adinetida	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	5	4
root__Root;domain__Eukaryota;phylum__Retaria;class__RADA;order__unknown	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Retaria;class__Polycystinea;order__Spumellaria	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Retaria;class__Foraminifera;order__Rotaliida	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Retaria;class__Acantharia;order__Arthracanthida	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__unknown;order__unknown	0	0	0	210	175	190	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__unknown;order__Prymnesiales	0	0	0	1461	1429	1583	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__unknown;order__Isochrysidales	0	0	0	6718	6277	7101	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__uncultured;order__unknown	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__Coccolithales;order__unknown	0	0	0	12	15	20	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Syndiniales;order__unknown	0	0	3	16	4	11	0	0	0	16	0	0	0	1	0	1	1
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Colpodellida;order__unknown	0	1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porifera;class__Calcarea;order__Clathrinida	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Platyhelminthes;class__Catenulida;order__unknown	0	0	0	0	0	0	0	0	0	0	0	74	49	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__unknown;order__unknown	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__unknown	263	369	543	1352	1257	1314	0	0	0	1	8	15	17	54	28	23	12
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__Pottiales	30	51	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__Polytrichales	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__Marchantiales	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__Lycopodiales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta;order__Bryales	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Coleochaetophyceae;order__unknown	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Peronosporomycetes;class__unknown;order__unknown	1	1	3	0	0	2	0	0	0	0	0	0	1	5	0	4	2
root__Root;domain__Eukaryota;phylum__Pavlovophyceae;class__unknown;order__unknown	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__NucleariidaeandFonticulagroup;class__unknown;order__unknown	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
root__Root;domain__Eukaryota;phylum__Neocallimastigomycota;class__Neocallimastigomycetes;order__Neocallimastigales	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Enoplea;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Enoplea;order__Triplonchida	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Enoplea;order__Enoplida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Chromadorea;order__Tylenchida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Chromadorea;order__Rhabditida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Chromadorea;order__Araeolaimida	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Mucoromycota;class__IncertaeSedis;order__Mucorales	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
root__Root;domain__Eukaryota;phylum__Mucoromycota;class__IncertaeSedis;order__Mortierellales	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Mucoromycota;class__Glomeromycetes;order__Glomerales	5	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Mollusca;class__Polyplacophora;order__Neoloricata	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-7;class__MAST-7D;order__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-3;class__unknown;order__unknown	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-2;class__unknown;order__unknown	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-1;class__MAST-1C;order__unknown	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-12;class__unknown;order__unknown	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-12;class__MAST-12C;order__unknown	0	0	3	5	0	5	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Labyrinthulomycetes;class__unknown;order__unknown	0	0	0	628	622	724	0	0	0	0	0	7	0	0	4	1	0
root__Root;domain__Eukaryota;phylum__Labyrinthulomycetes;class__uncultured;order__unknown	0	1	0	16	13	15	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Klebsormidiophyceae;class__unknown;order__unknown	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__IncertaeSedis;class__unknown;order__unknown	0	0	0	243	238	258	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Hyphochytriomycetes;class__unknown;order__Hyphochytriales	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Heterolobosea;class__Tetramitia;order__unknown	1	0	6	0	0	0	0	0	0	0	33	5	4	20	0	380	8
root__Root;domain__Eukaryota;phylum__Gracilipodida;class__unknown;order__unknown	6	5	5	0	0	0	0	0	0	0	0	8	0	10	2	11	7
root__Root;domain__Eukaryota;phylum__Gastrotricha;class__unknown;order__Chaetonotida	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
root__Root;domain__Eukaryota;phylum__Fractovitelliida;class__unknown;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	17	6
root__Root;domain__Eukaryota;phylum__Euglenozoa;class__Kinetoplastea;order__unknown	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Euglenozoa;class__Kinetoplastea;order__Parabodonida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__Euglenozoa;class__Kinetoplastea;order__Neobodonida	8	2	0	0	0	0	0	0	0	0	0	0	2	0	7	9	0
root__Root;domain__Eukaryota;phylum__Euglenozoa;class__Euglenida;order__Heteronematina	0	0	0	0	9	0	0	0	0	0	0	0	1	0	2	0	0
root__Root;domain__Eukaryota;phylum__Entoprocta;class__unknown;order__Coloniales	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__unknown;order__unknown	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__uncultured;order__unknown	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__IncertaeSedis;order__unknown	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__unknown	0	0	0	411	388	619	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__uncultured	0	0	0	19	5	27	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__Prorocentrales	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__Peridiniales	0	0	0	6	5	12	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__Gymnodiniphycidae	0	0	0	250	243	313	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__Gonyaulacales	0	0	2	16	18	39	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Dinoflagellata;class__Dinophyceae;order__Dinophysiales	0	0	0	78	91	135	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Diatomea;class__unknown;order__unknown	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Diatomea;class__unknown;order__Fragilariales	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Diatomea;class__Mediophyceae;order__unknown	0	0	0	0	0	1	0	32	0	7	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Diatomea;class__Bacillariophyceae;order__unknown	4	6	2	124	145	130	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Cryptomycota;class__unknown;order__unknown	0	0	0	94	89	96	0	0	0	0	0	0	0	0	4	1	0
root__Root;domain__Eukaryota;phylum__Ciliophora;class__unknown;order__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ciliophora;class__Postciliodesmatophora;order__Heterotrichea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__Ciliophora;class__Intramacronucleata;order__Spirotrichea	30	29	46	339	414	223	0	9	0	2	0	0	0	19	2	217	6
root__Root;domain__Eukaryota;phylum__Ciliophora;class__Intramacronucleata;order__Litostomatea	2	1	4	5	13	1	0	0	0	0	0	0	3	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ciliophora;class__Intramacronucleata;order__Conthreep	30	40	29	410	462	470	0	8	0	2	185	81	79	3	4	11	2
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Monoblepharidomycetes;order__Monoblepharidales	0	0	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__unknown	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__uncultured	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Spizellomycetales	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Rhizophydiales	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Rhizophlyctidales	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__IncertaeSedis	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Gromochytriales	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Cladochytriales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Chytridiomycota;class__Chytridiomycetes;order__Chytridiales	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__uncultured;order__unknown	14	7	2	3	1	2	0	0	0	2	0	3	0	3	0	3	1
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Vampyrellidae;order__unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__unknown	1	3	4	1201	1171	1288	0	0	0	0	0	1	0	3	0	6	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__IncertaeSedis	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Thecofilosea;order__Cryomonadida	3	12	0	10	9	10	0	0	0	0	0	0	0	0	2	4	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Phytomyxea;order__unknown	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelCladeGran-1;order__unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade2;order__unknown	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__NovelClade10;order__unknown	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__IncertaeSedis;order__unknown	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	2	2
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__unknown	4	1	0	0	0	1	0	0	0	0	0	4	0	0	8	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Imbricatea;order__Spongomonadida	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Granofilosea;order__unknown	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Glissomonadida;order__unknown	13	6	4	0	1	0	0	0	0	0	0	0	0	1574	37	483	518
root__Root;domain__Eukaryota;phylum__Cercozoa;class__Cercomonadidae;order__unknown	0	0	4	0	1	0	0	0	0	0	0	2	0	1	44	2	3
root__Root;domain__Eukaryota;phylum__Centrohelida;class__unknown;order__unknown	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Breviatea;class__unknown;order__unknown	0	0	0	10	12	7	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Blastocladiomycota;class__Blastocladiomycetes;order__Blastocladiales	8	7	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__unknown;order__unknown	0	1	1	2	2	3	0	0	0	0	0	0	0	0	1	20	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__P34.6;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__LG08-10;order__unknown	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__K4;order__unknown	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Bicosoecida;class__CH1-2B-3;order__unknown	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__unknown;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Ustilaginomycetes;order__Ustilaginales	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Trichosporonales	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Filobasidiales	0	2	4	0	0	0	0	0	0	0	0	0	3	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Cystofilobasidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	327	217
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Spiculogloeomycetes;order__Spiculogloeales	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Kriegeriales	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	15	7
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__IncertaeSedis	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Malasseziomycetes;order__Malasseziales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Microstromatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Dacrymycetes;order__Dacrymycetales	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
